id,name,popularity,artist_id,artist_name,artist_popularity,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,duration_ms
189qvsEWm01oGmttXSIjRp,Time 2 Shine - Extended Version,21,6UOk7DmvqlzWmo6gjhZvn6,Da Tweekaz,68,9,1,4,0.094,0.619,0.988,0.0572,0.136,-5.789,0.148,0.212,149.831,413016
3JjqLRyv4wLqxB9w4Hl2Ex,Feel the Night,12,6UOk7DmvqlzWmo6gjhZvn6,Da Tweekaz,68,8,1,4,0.0219,0.511,0.909,0.0033,0.519,-5.512,0.12,0.322,150.015,387814
35X2oKkHmugxmgCTQFiiFb,Bring Me To Life - Edit,18,6UOk7DmvqlzWmo6gjhZvn6,Da Tweekaz,68,4,0,4,0.0415,0.47,0.797,0.0176,0.0543,-4.426,0.0333,0.115,150.02,233744
6HwspHC344Zl3qP33SLNEg,People Against Porn - Original,19,6UOk7DmvqlzWmo6gjhZvn6,Da Tweekaz,68,6,1,4,0.0397,0.655,0.897,0.00171,0.0761,-6.065,0.0969,0.613,150.007,310691
4sQ1jtr8PT4mS6BQPffuWw,Celebration Of Sin (Freaqshow 2014 Anthem) - Radio Edit,12,6UOk7DmvqlzWmo6gjhZvn6,Da Tweekaz,68,1,1,4,0.00326,0.297,0.946,0.00162,0.407,-4.11,0.0674,0.146,150.002,183694
75vE9MtFJgxO1SLk3cmhNN,Real Love (Envine Remix) - Radio Edit,15,6UOk7DmvqlzWmo6gjhZvn6,Da Tweekaz,68,10,0,4,0.0211,0.25,0.899,2.03e-06,0.973,-2.028,0.0894,0.287,148.539,231116
64CsQ4Kb48YafXuc16Dvoh,Drunken Masta - Radio Edit,25,6UOk7DmvqlzWmo6gjhZvn6,Da Tweekaz,68,2,1,4,0.02,0.563,0.949,3.79e-05,0.499,-3.981,0.0373,0.271,149.929,185600
3fHnphzQyESZzjkeIeqEw6,Out Of The Frame,47,776uRsooWrGiVZkVWtvfgO,Miss K8,53,9,1,4,0.0427,0.562,0.996,3.02e-06,0.953,-0.884,0.339,0.278,199.973,190800
3y2c3W5fSlNjIO6ndBzcHo,Up In Smoke,43,776uRsooWrGiVZkVWtvfgO,Miss K8,53,6,0,4,0.132,0.673,0.998,0.0102,0.518,0.162,0.263,0.29,99.989,207657
2f9aO6KDtMVctuyQ8YAfky,Raiders Of Rampage (Official Masters Of Hardcore Anthem 2016) - Radio Edit,45,776uRsooWrGiVZkVWtvfgO,Miss K8,53,9,1,4,0.276,0.429,0.986,0.00194,0.359,-2.451,0.42,0.236,175.037,240343
1qwIljGhhF0xQ0q46Rbjhh,Hardcore Generation,45,776uRsooWrGiVZkVWtvfgO,Miss K8,53,0,1,4,0.19,0.562,0.908,0.00019,0.292,-2.844,0.0924,0.249,94.988,251368
1YL9UBHih5pPXJV2ClNUrA,Elevate,43,776uRsooWrGiVZkVWtvfgO,Miss K8,53,7,1,4,0.0225,0.524,0.99,0.000102,0.103,-1.999,0.396,0.178,179.95,216000
2JvoL9zidrmZ6eRmkg2Jjo,Hardcore Generation,37,776uRsooWrGiVZkVWtvfgO,Miss K8,53,0,1,4,0.19,0.562,0.908,0.00019,0.292,-2.844,0.0924,0.249,94.988,251368
0KnY6Cb4DgHPZ72mxyK8hl,Temper,35,776uRsooWrGiVZkVWtvfgO,Miss K8,53,0,1,4,0.186,0.226,0.993,0.0,0.096,-1.191,0.36,0.101,179.946,221667
6Q9a3iV2heYCzhR099LjZV,Slam - Radio Edit,30,776uRsooWrGiVZkVWtvfgO,Miss K8,53,9,1,4,0.00457,0.271,0.992,0.0028,0.314,-2.5,0.338,0.0462,174.902,265534
1ANghLRKAab2CIvOnRNb4w,The Poison - N-Vitral Remix,32,776uRsooWrGiVZkVWtvfgO,Miss K8,53,11,0,4,0.0474,0.408,0.994,7.25e-05,0.368,-1.041,0.398,0.125,184.958,230520
0uyTqwu5ZOPAPs1mJP5vty,Battlefield - The Satan Remix,32,776uRsooWrGiVZkVWtvfgO,Miss K8,53,6,1,4,0.289,0.414,0.999,0.114,0.13,1.464,0.537,0.0612,199.887,199200
71Gw7tnmwiMGqv6lFKgmbW,St8ment - Radio Edit,30,776uRsooWrGiVZkVWtvfgO,Miss K8,53,11,0,5,0.35,0.356,1.0,0.00143,0.0532,-0.577,0.525,0.0319,179.705,175388
7gXzo3zpwXkTtJooGKzZUJ,Liquid8 - Ophidian Remix Radio Edit,28,776uRsooWrGiVZkVWtvfgO,Miss K8,53,7,1,4,0.146,0.397,0.995,0.346,0.428,-2.102,0.12,0.128,175.134,232848
43lBz2tRCH2M8JsS8vNjQL,Icebreaker - Radio Edit,32,776uRsooWrGiVZkVWtvfgO,Miss K8,53,2,0,4,0.349,0.523,0.993,0.0758,0.414,-3.347,0.163,0.0397,164.933,193455
2LeLHgKxTcOEnNyniCQD3m,Magnet - Radio Edit,28,776uRsooWrGiVZkVWtvfgO,Miss K8,53,6,0,4,0.000327,0.344,0.997,0.169,0.292,-1.695,0.247,0.191,175.0,191984
48zo2ynNPCOA0moLe0vEgv,Resolute Power (Official Syndicate 2017 Anthem ) - Radio Edit,32,776uRsooWrGiVZkVWtvfgO,Miss K8,53,5,1,4,0.444,0.501,0.978,0.000126,0.309,-1.792,0.308,0.115,180.039,252000
2cIr6L1YGs8zOlJd0LUx6S,Gravit8 - Radio Edit,30,776uRsooWrGiVZkVWtvfgO,Miss K8,53,9,0,4,0.146,0.472,0.961,0.212,0.448,-2.737,0.114,0.303,170.045,237176
5qIF6cneGzUecxd1QVCV94,Scream - Radio Edit,26,776uRsooWrGiVZkVWtvfgO,Miss K8,53,9,0,4,0.0106,0.385,0.988,0.000361,0.356,-1.852,0.182,0.105,174.884,191591
687w72CLYA3JBrGbdJdUOn,Metropolis of Massacre (Official Dominator Anthem 2014) [Mix Cut] - Original Mix,27,776uRsooWrGiVZkVWtvfgO,Miss K8,53,6,0,4,0.0433,0.407,0.972,0.0166,0.363,-4.05,0.139,0.218,170.506,261013
6RsZtoumGHhEioSQPpT90V,Battlefield - Radio Edit,27,776uRsooWrGiVZkVWtvfgO,Miss K8,53,1,0,4,0.0208,0.523,0.968,0.71,0.344,-1.591,0.112,0.0672,99.932,206542
0dU4Qyu1os2tpmN25GULxw,Metropolis of Massacre (Official Dominator Anthem 2014) - Original Mix,26,776uRsooWrGiVZkVWtvfgO,Miss K8,53,6,0,4,0.0206,0.439,0.953,0.0351,0.369,-4.937,0.116,0.226,170.143,380398
31Qz2xheLprXsk5S1lgTNg,Bloodrush - Destructive Tendencies Remix Radio Edit,28,776uRsooWrGiVZkVWtvfgO,Miss K8,53,8,1,4,0.362,0.489,0.999,0.0,0.707,-1.355,0.436,0.0435,177.075,160000
1vXSckCN2C26mMUmX0zWa6,The Poison - Radio Edit,25,776uRsooWrGiVZkVWtvfgO,Miss K8,53,9,0,4,0.00346,0.331,0.961,0.737,0.352,-2.812,0.25,0.159,180.021,224000
4TTHRUtzbM7Sd9tZKP2xo2,Breathless - Furyan Remix Radio Edit,26,776uRsooWrGiVZkVWtvfgO,Miss K8,53,8,0,4,0.129,0.35,0.991,0.562,0.0739,-3.012,0.449,0.328,180.019,229047
55ACS6JsMV0OXSaLswoIEw,'85 Again (feat. Miss K),44,776uRsooWrGiVZkVWtvfgO,Miss K8,53,0,1,4,0.00255,0.708,0.863,0.0103,0.179,-5.954,0.03,0.961,125.012,209280
3can9HO5eE1NSO06SbGc7z,Miss Mars,21,776uRsooWrGiVZkVWtvfgO,Miss K8,53,9,0,4,0.000592,0.796,0.775,0.892,0.0759,-3.646,0.041,0.652,122.007,208520
2z1N6CUuA5wfvUthyAFj8C,"Mission Europameischter, Kapitel 8",21,776uRsooWrGiVZkVWtvfgO,Miss K8,53,3,0,5,0.156,0.726,0.688,0.0,0.397,-6.633,0.626,0.57,102.367,100103
4BfeqbiHzDMUMFTHmn3qks,Kapitel 5: In geheimer Mission - Teil 8,18,776uRsooWrGiVZkVWtvfgO,Miss K8,53,6,1,4,0.489,0.721,0.439,0.0,0.14,-10.389,0.928,0.644,113.91,123087
7jzzQllxqFn2wjAL4WPmN8,Up In Smoke - [Mixed],22,776uRsooWrGiVZkVWtvfgO,Miss K8,53,6,0,4,0.153,0.66,0.998,0.00699,0.389,-0.54,0.321,0.279,100.011,192000
3VBhRXnOEaNoOQmNcsbk45,Missing You,8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,11,0,4,0.118,0.742,0.493,0.0,0.0484,-12.055,0.0283,0.616,104.313,269773
09zqLNf1jF9OKMu46F1CqK,Miss You,22,776uRsooWrGiVZkVWtvfgO,Miss K8,53,0,1,4,0.805,0.462,0.434,0.0,0.123,-6.851,0.0308,0.233,127.698,283101
4YSyGZjBfHWidSngPRIX3p,Sei fantastica (feat. Emis Killa) - Live,19,776uRsooWrGiVZkVWtvfgO,Miss K8,53,7,1,4,0.0071,0.551,0.905,0.0,0.714,-5.763,0.0781,0.398,81.946,300347
0irmg1TuEf2PCSkPO4BR3t,MISSION,16,776uRsooWrGiVZkVWtvfgO,Miss K8,53,6,0,4,0.00382,0.55,0.962,0.0,0.194,-5.526,0.0636,0.527,125.972,303133
2xJ5rsoMFAmkp9FvVBe36O,Mission In The Rain - Live,18,776uRsooWrGiVZkVWtvfgO,Miss K8,53,9,1,4,0.29,0.59,0.552,0.0421,0.985,-9.073,0.0334,0.376,111.872,688893
7EptF7tLzzpurngw4Cs83A,Step up to the Beat - Killerbeatz Back to 89 Remix,0,776uRsooWrGiVZkVWtvfgO,Miss K8,53,11,0,4,0.0232,0.68,0.972,0.256,0.361,-6.508,0.0697,0.665,124.996,445440
6kXbRy4nLbLoMvBv2VpUMi,Kapitel 8 - Die Geheime Mission des Kardinals.2 - Die Geheime Mission des Kardinals (Ungekürzt),10,776uRsooWrGiVZkVWtvfgO,Miss K8,53,1,1,4,0.506,0.711,0.334,0.0,0.165,-23.448,0.96,0.642,71.147,99400
4uZ8VvUpUVMTfoz0HoqUkE,Kapitel 8 - Die Geheime Mission des Kardinals.3 & Kapitel 9 - Die Geheime Mission des Kardinals.1 - Die Geheime Mission des Kardinals (Ungekürzt),10,776uRsooWrGiVZkVWtvfgO,Miss K8,53,4,0,4,0.557,0.751,0.339,0.0,0.291,-22.842,0.941,0.602,100.791,100745
799yqLjOCcjRzQHZBojFlW,Kapitel 7 - Die Geheime Mission des Kardinals.4 & Kapitel 8 - Die Geheime Mission des Kardinals.1 - Die Geheime Mission des Kardinals (Ungekürzt),11,776uRsooWrGiVZkVWtvfgO,Miss K8,53,10,0,4,0.524,0.633,0.355,7.15e-06,0.106,-22.35,0.949,0.556,86.728,101109
3WmY4jnCli4UTvIB5yeKMJ,Breathless,11,776uRsooWrGiVZkVWtvfgO,Miss K8,53,6,0,4,0.0391,0.48,0.944,0.368,0.0989,-5.244,0.136,0.279,170.013,368471
65nq12sYyAaJ7FwYlTMX0a,Ultimate - Radio Edit,25,776uRsooWrGiVZkVWtvfgO,Miss K8,53,6,0,4,0.0642,0.318,0.988,0.0,0.886,-1.656,0.321,0.17,180.073,210380
0UYfK46AU1Wvh3qylwKqgb,No More Jokes - Unexist Remix Radio Edit,25,776uRsooWrGiVZkVWtvfgO,Miss K8,53,2,1,4,0.0283,0.287,0.998,0.519,0.0587,-1.771,0.217,0.0722,185.444,202496
39BnxA5p2GbaWvxrHtgKHY,Icebreaker - Edit,11,776uRsooWrGiVZkVWtvfgO,Miss K8,53,2,0,4,0.349,0.523,0.993,0.0758,0.414,-3.347,0.163,0.0397,164.933,193455
7LO0O8wXlGJ01Ting5GvHW,Kapitel 8 - Miss Guggenheim - Sie lebte die Liebe und veränderte die Welt der Kunst,10,776uRsooWrGiVZkVWtvfgO,Miss K8,53,6,0,5,0.311,0.699,0.302,0.0,0.0695,-12.583,0.95,0.446,133.707,114502
1DXv7FXTkcflKVKnDu1c3a,"Kapitel 85 - Nathalie Ames ermittelt - Tee? Kaffee? Mord!, Folge 13: Miss Rittinghouse und die sprechenden Bücher",10,776uRsooWrGiVZkVWtvfgO,Miss K8,53,5,0,4,0.258,0.772,0.261,0.0,0.173,-19.319,0.944,0.36,107.486,142450
1d8r3ALNcUT78ffCQ8BHzJ,"Kapitel 8 - Nathalie Ames ermittelt - Tee? Kaffee? Mord!, Folge 13: Miss Rittinghouse und die sprechenden Bücher",10,776uRsooWrGiVZkVWtvfgO,Miss K8,53,3,1,3,0.427,0.691,0.283,0.0,0.184,-18.865,0.961,0.548,83.103,161390
4AdIM7meLSIwDBRKMdgdUA,"Kapitel 80 - Nathalie Ames ermittelt - Tee? Kaffee? Mord!, Folge 13: Miss Rittinghouse und die sprechenden Bücher",10,776uRsooWrGiVZkVWtvfgO,Miss K8,53,9,1,1,0.291,0.671,0.241,0.0,0.0986,-17.984,0.936,0.593,95.791,120410
40ezVZnSlo5T6myFxFP35z,"Kapitel 84 - Nathalie Ames ermittelt - Tee? Kaffee? Mord!, Folge 13: Miss Rittinghouse und die sprechenden Bücher",10,776uRsooWrGiVZkVWtvfgO,Miss K8,53,2,0,3,0.35,0.723,0.209,0.0,0.158,-19.609,0.94,0.483,124.269,176323
4bcZwp0LEw9RCHny1HZKje,"Kapitel 82 - Nathalie Ames ermittelt - Tee? Kaffee? Mord!, Folge 13: Miss Rittinghouse und die sprechenden Bücher",10,776uRsooWrGiVZkVWtvfgO,Miss K8,53,5,0,5,0.408,0.678,0.25,0.0,0.369,-18.547,0.955,0.492,144.779,146849
6j4LCTigavsjBmWoxc2K9b,"Kapitel 83 - Nathalie Ames ermittelt - Tee? Kaffee? Mord!, Folge 13: Miss Rittinghouse und die sprechenden Bücher",10,776uRsooWrGiVZkVWtvfgO,Miss K8,53,5,0,3,0.314,0.718,0.252,0.0,0.121,-19.332,0.922,0.408,125.797,141481
5er7NRynXVzk2VQMXxehQ3,"Kapitel 81 - Nathalie Ames ermittelt - Tee? Kaffee? Mord!, Folge 13: Miss Rittinghouse und die sprechenden Bücher",10,776uRsooWrGiVZkVWtvfgO,Miss K8,53,4,1,3,0.253,0.748,0.221,0.0,0.316,-18.901,0.956,0.345,98.838,186556
3f7sEVJhgp9FDtU6XVGtZ2,"Kapitel 86 - Nathalie Ames ermittelt - Tee? Kaffee? Mord!, Folge 13: Miss Rittinghouse und die sprechenden Bücher",10,776uRsooWrGiVZkVWtvfgO,Miss K8,53,5,0,5,0.28,0.697,0.181,0.0,0.111,-19.888,0.943,0.518,137.618,154190
4ioLn3BHT1Ak0oX3QnYxOo,"Kapitel 88 - Nathalie Ames ermittelt - Tee? Kaffee? Mord!, Folge 13: Miss Rittinghouse und die sprechenden Bücher",10,776uRsooWrGiVZkVWtvfgO,Miss K8,53,3,1,3,0.247,0.725,0.192,0.0,0.193,-20.124,0.959,0.44,98.095,137261
4KtIwV1RlXpXIcw8XW8va2,"Kapitel 87 - Nathalie Ames ermittelt - Tee? Kaffee? Mord!, Folge 13: Miss Rittinghouse und die sprechenden Bücher",10,776uRsooWrGiVZkVWtvfgO,Miss K8,53,5,0,3,0.352,0.745,0.225,0.0,0.178,-19.83,0.948,0.412,108.235,156440
4ZkpPahrLEhgvpaPSYkQME,"Kapitel 89 - Nathalie Ames ermittelt - Tee? Kaffee? Mord!, Folge 13: Miss Rittinghouse und die sprechenden Bücher",10,776uRsooWrGiVZkVWtvfgO,Miss K8,53,1,0,3,0.316,0.714,0.21,0.0,0.0787,-19.783,0.957,0.413,87.614,120240
0Hwxj9m49dFCUjEgtXe2rU,Ella Wee (Love & Miss U) [feat. Jared Isaiah],10,776uRsooWrGiVZkVWtvfgO,Miss K8,53,9,0,3,0.473,0.774,0.857,0.0,0.408,-7.481,0.232,0.811,140.131,219507
13YDgKv4uBKHBuEQEgoSBG,Kapitel 87 - Die Geheime Mission des Kardinals.3 & Kapitel 88 - Die Geheime Mission des Kardinals.1 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,5,0,3,0.524,0.63,0.211,0.0,0.396,-21.282,0.961,0.685,166.862,95900
12FS9KNARY0x9t3hJwQsLe,Kapitel 86 - Die Geheime Mission des Kardinals.4 & Kapitel 87 - Die Geheime Mission des Kardinals.1 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,8,1,4,0.606,0.702,0.246,0.0,0.343,-21.504,0.953,0.64,132.757,128900
5h1mVUSY5RnfF8vifYyIbG,Kapitel 85 - Die Geheime Mission des Kardinals.4 & Kapitel 86 - Die Geheime Mission des Kardinals.1 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,10,0,5,0.48,0.71,0.318,0.0,0.258,-22.911,0.946,0.667,118.147,102682
3xUJ7YUCM3sOAHV7VAq9xA,Kapitel 83 - Die Geheime Mission des Kardinals.3 & Kapitel 84 - Die Geheime Mission des Kardinals.1 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,5,0,3,0.482,0.699,0.361,0.0,0.366,-22.166,0.957,0.703,62.47,109738
7cXLCkCXCIBYa4rYYOZ1bi,Kapitel 80 - Die Geheime Mission des Kardinals.4 & Kapitel 81 - Die Geheime Mission des Kardinals.1 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,0,1,3,0.458,0.695,0.303,0.0,0.293,-23.609,0.942,0.681,121.711,95800
2Ui9QRukij8sr3PRoRDbBt,Kapitel 81 - Die Geheime Mission des Kardinals.3 & Kapitel 82 - Die Geheime Mission des Kardinals.1 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,1,1,3,0.408,0.635,0.274,0.0,0.35,-24.871,0.948,0.71,95.763,95687
5ahuOEBVOQ8vzywXwzEAj7,Kapitel 82 - Die Geheime Mission des Kardinals.4 & Kapitel 83 - Die Geheime Mission des Kardinals.1 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,1,1,1,0.486,0.658,0.286,0.0,0.392,-24.021,0.954,0.613,147.988,95341
6M0jgsnrgkyFPaF8hFoFUd,Kapitel 84 - Die Geheime Mission des Kardinals.2 & Kapitel 85 - Die Geheime Mission des Kardinals.1 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,4,0,5,0.415,0.693,0.259,0.0,0.436,-22.815,0.945,0.708,110.428,111484
2pAUQDocfw4oht9iaiJoc7,Kapitel 88 - Die Geheime Mission des Kardinals.4 & Kapitel 89 - Die Geheime Mission des Kardinals.1 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,5,1,1,0.37,0.655,0.268,0.0,0.164,-23.726,0.954,0.506,80.864,99539
0U12PkTRXabhAu52cnvQUq,Kapitel 8 - Piratenspuk am Mississippi,8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,5,1,5,0.178,0.703,0.23,0.0,0.129,-16.714,0.948,0.432,107.523,133149
5YHDDiEXdyH9AnfRspF2Gs,Kapitel 83 - Die Geheime Mission des Kardinals.2 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,5,0,3,0.565,0.744,0.28,0.0,0.224,-22.245,0.963,0.588,62.003,99600
5mFYi6ELDMkpPdHuXN0qWe,Kapitel 82 - Die Geheime Mission des Kardinals.2 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,7,1,3,0.65,0.656,0.32,1.06e-06,0.415,-22.752,0.958,0.742,99.618,108000
07mMNZXNIvSKDQBphcnYs2,Kapitel 88 - Die Geheime Mission des Kardinals.3 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,8,1,3,0.518,0.747,0.223,0.0,0.36,-20.23,0.948,0.602,84.572,98000
0ccIDcxpCiZmt3447Bi4OE,Kapitel 82 - Die Geheime Mission des Kardinals.3 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,7,1,4,0.513,0.782,0.277,0.0,0.503,-23.269,0.956,0.546,42.702,96500
1i6VQiM19VtVbGL9nSXvV4,Kapitel 89 - Die Geheime Mission des Kardinals.2 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,0,1,4,0.458,0.659,0.298,0.0,0.718,-23.198,0.956,0.666,98.856,99100
2eypN4YgaqAWBMXcqZcKVU,Kapitel 86 - Die Geheime Mission des Kardinals.3 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,0,1,3,0.524,0.67,0.322,0.0,0.311,-23.829,0.95,0.633,128.132,101735
5OoBtZ6Q44cw5oDub8tBwr,Kapitel 81 - Die Geheime Mission des Kardinals.2 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,1,1,3,0.614,0.738,0.275,0.0,0.399,-23.67,0.94,0.82,103.924,98000
1MnyIGxtRqN32M3mmRVOlW,Kapitel 80 - Die Geheime Mission des Kardinals.3 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,1,1,3,0.615,0.774,0.301,0.0,0.479,-22.858,0.951,0.765,97.761,98373
6u4Y4lzqE7BEYmc5ulDcPA,Kapitel 85 - Die Geheime Mission des Kardinals.3 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,5,0,3,0.549,0.663,0.311,0.0,0.467,-21.937,0.956,0.726,100.965,113000
7JFQPiaK1Wf1pn2oJhVuDo,Kapitel 80 - Die Geheime Mission des Kardinals.2 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,1,0,4,0.495,0.699,0.305,0.0,0.48,-24.206,0.961,0.742,87.739,106900
4muhnlRh5maNVuByeWyLtO,Kapitel 88 - Die Geheime Mission des Kardinals.2 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,10,0,4,0.571,0.672,0.234,0.0,0.294,-20.387,0.966,0.4,81.247,99500
5W0krjaDSwzXzBZ6vRUYY3,Kapitel 87 - Die Geheime Mission des Kardinals.2 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,5,0,4,0.414,0.629,0.201,0.0,0.38,-21.763,0.962,0.649,83.475,145426
2zcXnYZFt3jcilGvEEaxsn,Kapitel 86 - Die Geheime Mission des Kardinals.2 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,5,0,5,0.324,0.687,0.27,0.0,0.397,-22.619,0.946,0.504,100.516,95100
33JCOpNo1k57WUDFG079OZ,Kapitel 85 - Die Geheime Mission des Kardinals.2 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,1,1,4,0.505,0.676,0.367,0.0,0.214,-23.113,0.953,0.654,104.319,100700
3yBfhwMLBwX0yCd3Bhbzac,"Guten Morgen, Miss Happy, Kapitel 8",8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,1,1,4,0.288,0.675,0.305,0.0,0.437,-21.75,0.947,0.299,139.628,263092
4ZCiuXrE641KswrLYLjXzG,Kapitel 79 - Die Geheime Mission des Kardinals.4 & Kapitel 80 - Die Geheime Mission des Kardinals.1 - Die Geheime Mission des Kardinals (Ungekürzt),8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,7,1,3,0.55,0.591,0.276,0.0,0.236,-23.73,0.957,0.727,61.978,101480
1n5Fn99JRaOvh6YgLwQ0zr,Magnet,9,776uRsooWrGiVZkVWtvfgO,Miss K8,53,6,0,4,0.000327,0.344,0.997,0.169,0.292,-1.695,0.247,0.191,175.0,191984
0R2uYBW2CFllbLQdxCJQpO,Icebreaker - Edit,8,776uRsooWrGiVZkVWtvfgO,Miss K8,53,2,0,4,0.349,0.523,0.993,0.0758,0.414,-3.347,0.163,0.0397,164.933,193455
5PYmNIkMigaZqt6QGVfKS2,Battlefield - Edit,9,776uRsooWrGiVZkVWtvfgO,Miss K8,53,1,0,4,0.0208,0.523,0.968,0.71,0.344,-1.591,0.112,0.0672,99.932,206542
0i8sEmaWGF9p64LvtV6jg2,Bogotá - Edit,9,776uRsooWrGiVZkVWtvfgO,Miss K8,53,1,0,4,0.0828,0.478,0.945,0.0396,0.698,-2.369,0.108,0.127,174.955,237257
7kOPMURLmO7dDMVg02CuNr,Blackout - Radio Edit,24,776uRsooWrGiVZkVWtvfgO,Miss K8,53,10,0,3,0.426,0.585,1.0,0.00106,0.461,-1.869,0.0966,0.0545,94.971,189412
068S5uOsKJoQBRXFNGlSaX,Kapitel 89 - Miss Guggenheim - Sie lebte die Liebe und veränderte die Welt der Kunst,9,776uRsooWrGiVZkVWtvfgO,Miss K8,53,0,1,5,0.354,0.713,0.304,0.0,0.349,-13.054,0.939,0.346,127.447,180132
6NeRd9Vrt7OVNtUaGI9o7j,Kapitel 88 - Miss Guggenheim - Sie lebte die Liebe und veränderte die Welt der Kunst,9,776uRsooWrGiVZkVWtvfgO,Miss K8,53,1,0,4,0.494,0.676,0.346,0.0,0.382,-11.611,0.947,0.493,88.575,117865
4f4EE59ynQ5wIi4Ny1hSpB,Kapitel 83 - Miss Guggenheim - Sie lebte die Liebe und veränderte die Welt der Kunst,9,776uRsooWrGiVZkVWtvfgO,Miss K8,53,11,0,4,0.255,0.802,0.316,0.0,0.206,-13.41,0.957,0.521,40.688,106511
2E7KJNM7MIPiC0HtBc8oCQ,Kapitel 81 - Miss Guggenheim - Sie lebte die Liebe und veränderte die Welt der Kunst,9,776uRsooWrGiVZkVWtvfgO,Miss K8,53,0,1,3,0.252,0.632,0.299,0.0,0.377,-13.209,0.959,0.331,169.566,192723
5KY7fPXVQy4rmGsFTTZu8W,Kapitel 82 - Miss Guggenheim - Sie lebte die Liebe und veränderte die Welt der Kunst,9,776uRsooWrGiVZkVWtvfgO,Miss K8,53,8,0,3,0.386,0.711,0.256,0.0,0.135,-14.001,0.956,0.485,86.46,106256
02SXmcNRkDfv3KvdV2V52Z,Kapitel 85 - Miss Guggenheim - Sie lebte die Liebe und veränderte die Welt der Kunst,9,776uRsooWrGiVZkVWtvfgO,Miss K8,53,3,1,3,0.351,0.714,0.299,0.0,0.232,-13.539,0.942,0.436,112.471,126461
3RwuYZNKVrhpJBtUmfsJk4,Kapitel 86 - Miss Guggenheim - Sie lebte die Liebe und veränderte die Welt der Kunst,9,776uRsooWrGiVZkVWtvfgO,Miss K8,53,5,1,4,0.27,0.749,0.279,0.0,0.138,-14.412,0.965,0.424,66.394,112802
3tHCtucaw2eJH8yviLnsbX,Kapitel 87 - Miss Guggenheim - Sie lebte die Liebe und veränderte die Welt der Kunst,9,776uRsooWrGiVZkVWtvfgO,Miss K8,53,9,1,3,0.457,0.713,0.285,0.0,0.301,-11.368,0.952,0.572,109.463,120000
3TQwWhfu8CQRnDSKaNOv8q,Kapitel 80 - Miss Guggenheim - Sie lebte die Liebe und veränderte die Welt der Kunst,9,776uRsooWrGiVZkVWtvfgO,Miss K8,53,4,1,1,0.243,0.696,0.29,0.0,0.213,-13.412,0.961,0.462,79.556,126782
